# t_unix,market,bid,bid_size,ask,ask_size
1786860873.539,btc-updown-15m-1786860000-no,0.98,89,0.99,581.39
1786860874.051,xrp-updown-4h-1786852800,0.16,234,0.18,7
1786860874.240,xrp-updown-4h-1786852800-no,0.82,7,0.84,234
1786860874.413,bitcoin-up-or-down-august-16-2026-2am-et,0.31,25,0.32,64
1786860874.589,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,64,0.69,22.18
1786860876.044,btc-updown-4h-1786852800,0.14,250,0.16,6
1786860876.231,btc-updown-4h-1786852800-no,0.84,6,0.86,250
1786860876.860,eth-updown-4h-1786852800,0.09,150,0.1,31
1786860877.123,eth-updown-4h-1786852800-no,0.9,31,0.91,150
1786860878.537,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860878.712,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860878.913,sol-updown-4h-1786852800,0.09,139,0.1,11
1786860879.095,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860880.037,xrp-updown-4h-1786852800,0.17,6,0.18,1
1786860880.213,xrp-updown-4h-1786852800-no,0.82,1,0.83,6
1786860880.395,bitcoin-up-or-down-august-16-2026-2am-et,0.29,5,0.3,24
1786860880.577,bitcoin-up-or-down-august-16-2026-2am-et-no,0.7,24,0.71,5
1786860882.132,btc-updown-4h-1786852800,0.15,420,0.16,6
1786860882.374,btc-updown-4h-1786852800-no,0.84,6,0.85,420
1786860883.044,eth-updown-4h-1786852800,0.09,150,0.1,31
1786860883.225,eth-updown-4h-1786852800-no,0.9,31,0.91,150
1786860883.891,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860884.076,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860884.274,sol-updown-4h-1786852800,0.09,128,0.1,11
1786860884.507,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860885.555,xrp-updown-4h-1786852800,0.17,90,0.18,51
1786860885.848,xrp-updown-4h-1786852800-no,0.82,51,0.83,90
1786860886.048,bitcoin-up-or-down-august-16-2026-2am-et,0.29,5,0.3,364.66
1786860886.242,bitcoin-up-or-down-august-16-2026-2am-et-no,0.7,364.66,0.71,5
1786860888.020,btc-updown-4h-1786852800,0.15,420,0.16,6
1786860888.223,btc-updown-4h-1786852800-no,0.84,6,0.85,420
1786860888.887,eth-updown-4h-1786852800,0.09,150,0.1,31
1786860889.139,eth-updown-4h-1786852800-no,0.9,31,0.91,150
1786860889.990,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860890.301,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860890.546,sol-updown-4h-1786852800,0.09,128,0.1,11
1786860890.863,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860892.454,xrp-updown-4h-1786852800,0.17,90,0.18,51
1786860892.629,xrp-updown-4h-1786852800-no,0.82,51,0.83,90
1786860892.801,bitcoin-up-or-down-august-16-2026-2am-et,0.29,5,0.3,349.66
1786860892.970,bitcoin-up-or-down-august-16-2026-2am-et-no,0.7,349.66,0.71,5
1786860894.437,btc-updown-4h-1786852800,0.14,250,0.16,6
1786860894.607,btc-updown-4h-1786852800-no,0.84,6,0.86,250
1786860895.142,eth-updown-4h-1786852800,0.09,150,0.1,31
1786860895.325,eth-updown-4h-1786852800-no,0.9,31,0.91,150
1786860895.860,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860896.052,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860896.239,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860896.416,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860897.602,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860897.829,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860898.012,bitcoin-up-or-down-august-16-2026-2am-et,0.29,119.83,0.3,20
1786860898.185,bitcoin-up-or-down-august-16-2026-2am-et-no,0.7,20,0.71,119.83
1786860899.624,btc-updown-4h-1786852800,0.14,450,0.16,6
1786860899.801,btc-updown-4h-1786852800-no,0.84,6,0.86,450
1786860900.362,eth-updown-4h-1786852800,0.09,150,0.1,20
1786860900.537,eth-updown-4h-1786852800-no,0.9,20,0.91,150
1786860901.107,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860901.346,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860901.527,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860901.711,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860902.593,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860902.776,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860902.954,bitcoin-up-or-down-august-16-2026-2am-et,0.31,170.83,0.32,48
1786860903.132,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,48,0.69,485.83
1786860904.585,btc-updown-4h-1786852800,0.14,450,0.16,6
1786860904.761,btc-updown-4h-1786852800-no,0.84,6,0.86,450
1786860905.299,eth-updown-4h-1786852800,0.09,150,0.1,20
1786860905.471,eth-updown-4h-1786852800-no,0.9,20,0.91,150
1786860906.003,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860906.181,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860906.373,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860906.556,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860907.463,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860907.688,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860907.854,bitcoin-up-or-down-august-16-2026-2am-et,0.31,354,0.32,25
1786860908.033,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,25,0.69,354
1786860909.596,btc-updown-4h-1786852800,0.14,450,0.16,6
1786860909.774,btc-updown-4h-1786852800-no,0.84,6,0.86,450
1786860910.316,eth-updown-4h-1786852800,0.09,150,0.1,20
1786860910.516,eth-updown-4h-1786852800-no,0.9,20,0.91,150
1786860911.116,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860911.292,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860911.467,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860911.641,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860912.623,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860912.834,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860913.015,bitcoin-up-or-down-august-16-2026-2am-et,0.31,354,0.32,53
1786860913.186,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,53,0.69,354
1786860914.909,btc-updown-4h-1786852800,0.16,194,0.17,26
1786860915.800,btc-updown-4h-1786852800-no,0.83,26,0.84,194
1786860916.397,eth-updown-4h-1786852800,0.09,150,0.1,6.38
1786860916.685,eth-updown-4h-1786852800-no,0.9,6.38,0.91,150
1786860917.209,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860917.680,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860917.866,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860918.067,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860918.974,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860919.165,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860919.353,bitcoin-up-or-down-august-16-2026-2am-et,0.31,39,0.32,69
1786860919.532,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,69,0.69,39
1786860920.995,btc-updown-4h-1786852800,0.16,194,0.17,6
1786860921.189,btc-updown-4h-1786852800-no,0.83,6,0.84,194
1786860921.719,eth-updown-4h-1786852800,0.09,150,0.1,6.38
1786860921.899,eth-updown-4h-1786852800-no,0.9,6.38,0.91,150
1786860922.484,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860922.668,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860922.844,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860923.034,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860923.956,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860924.147,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860924.323,bitcoin-up-or-down-august-16-2026-2am-et,0.31,352.55,0.32,53
1786860924.532,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,53,0.69,352.55
1786860925.996,btc-updown-4h-1786852800,0.16,194,0.17,6
1786860926.180,btc-updown-4h-1786852800-no,0.83,6,0.84,194
1786860926.719,eth-updown-4h-1786852800,0.09,150,0.1,6.38
1786860926.892,eth-updown-4h-1786852800-no,0.9,6.38,0.91,150
1786860927.595,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860927.771,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860927.952,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860928.141,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860929.063,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860929.524,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860929.842,bitcoin-up-or-down-august-16-2026-2am-et,0.31,352.55,0.32,53
1786860930.348,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,53,0.69,352.55
1786860932.239,btc-updown-4h-1786852800,0.16,194,0.17,6
1786860932.435,btc-updown-4h-1786852800-no,0.83,6,0.84,194
1786860933.061,eth-updown-4h-1786852800,0.09,150,0.1,6.38
1786860933.275,eth-updown-4h-1786852800-no,0.9,6.38,0.91,150
1786860934.071,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860935.555,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860935.962,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860936.176,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860937.510,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860937.680,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860937.869,bitcoin-up-or-down-august-16-2026-2am-et,0.31,352.55,0.32,53
1786860938.084,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,53,0.69,352.55
1786860939.658,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860939.828,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860940.363,eth-updown-4h-1786852800,0.1,10,0.12,40
1786860940.553,eth-updown-4h-1786852800-no,0.88,40,0.9,10
1786860941.103,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860941.276,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860941.448,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860941.628,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860942.583,xrp-updown-4h-1786852800,0.17,56,0.18,101
1786860942.982,xrp-updown-4h-1786852800-no,0.82,101,0.83,56
1786860943.615,bitcoin-up-or-down-august-16-2026-2am-et,0.31,352.55,0.32,53
1786860944.149,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,53,0.69,352.55
1786860945.591,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860945.761,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860946.325,eth-updown-4h-1786852800,0.11,150,0.12,40
1786860946.495,eth-updown-4h-1786852800-no,0.88,40,0.89,150
1786860947.220,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860947.394,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860947.570,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860947.748,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860948.711,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860948.887,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860949.074,bitcoin-up-or-down-august-16-2026-2am-et,0.31,357.55,0.32,48
1786860949.288,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,48,0.69,357.55
1786860950.752,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860950.933,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860951.462,eth-updown-4h-1786852800,0.11,150,0.12,40
1786860951.639,eth-updown-4h-1786852800-no,0.88,40,0.89,150
1786860952.289,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860952.468,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860952.668,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860952.958,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860954.121,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860954.335,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860954.535,bitcoin-up-or-down-august-16-2026-2am-et,0.31,37.55,0.32,38
1786860954.749,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,38,0.69,37.55
1786860957.777,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860958.056,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860959.152,eth-updown-4h-1786852800,0.11,150,0.13,292
1786860959.611,eth-updown-4h-1786852800-no,0.87,292,0.89,150
1786860960.248,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860960.431,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860960.605,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860960.785,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860961.665,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860961.839,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860962.008,bitcoin-up-or-down-august-16-2026-2am-et,0.31,37.55,0.32,61.5
1786860962.183,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,61.5,0.69,37.55
1786860964.151,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860964.669,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860966.852,eth-updown-4h-1786852800,0.11,150,0.13,292
1786860967.057,eth-updown-4h-1786852800-no,0.88,40,0.9,10
1786860967.886,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860968.076,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860968.279,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860968.467,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860969.520,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860969.708,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860969.904,bitcoin-up-or-down-august-16-2026-2am-et,0.31,5,0.32,284.5
1786860970.107,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,284.5,0.69,5
1786860971.645,btc-updown-4h-1786852800,0.16,614,0.17,6
1786860971.828,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786860972.391,eth-updown-4h-1786852800,0.09,161,0.12,322
1786860972.576,eth-updown-4h-1786852800-no,0.88,322,0.91,161
1786860973.203,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860973.389,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860973.645,sol-updown-4h-1786852800,0.09,128,0.1,5
1786860973.900,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786860974.850,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860975.032,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860975.207,bitcoin-up-or-down-august-16-2026-2am-et,0.31,18,0.32,263.5
1786860975.376,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,263.5,0.69,18
1786860977.005,btc-updown-4h-1786852800,0.16,614,0.18,6
1786860977.480,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786860978.941,eth-updown-4h-1786852800,0.09,21,0.12,302
1786860979.120,eth-updown-4h-1786852800-no,0.88,302,0.91,21
1786860979.645,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860979.819,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860980.041,sol-updown-4h-1786852800,0.09,128,0.1,11
1786860980.248,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860981.215,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860981.393,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860981.558,bitcoin-up-or-down-august-16-2026-2am-et,0.31,10,0.32,219.86
1786860981.746,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,219.86,0.69,10
1786860983.273,btc-updown-4h-1786852800,0.16,614,0.18,6
1786860983.443,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786860984.079,eth-updown-4h-1786852800,0.09,10,0.12,70
1786860984.258,eth-updown-4h-1786852800-no,0.88,70,0.91,10
1786860984.809,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860985.008,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860985.187,sol-updown-4h-1786852800,0.09,128,0.1,11
1786860985.412,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860986.707,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786860987.048,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786860990.671,bitcoin-up-or-down-august-16-2026-2am-et,0.31,10,0.32,278.86
1786860991.468,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,236.73,0.69,18
1786860993.870,btc-updown-4h-1786852800,0.16,614,0.18,6
1786860994.394,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786860995.329,eth-updown-4h-1786852800,0.09,10,0.12,322
1786860995.514,eth-updown-4h-1786852800-no,0.88,322,0.91,10
1786860996.013,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786860996.206,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786860996.396,sol-updown-4h-1786852800,0.09,128,0.1,11
1786860996.617,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786860997.552,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786860997.726,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786860997.913,bitcoin-up-or-down-august-16-2026-2am-et,0.31,10,0.32,271.3
1786860998.091,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,271.3,0.69,10
1786860999.524,btc-updown-4h-1786852800,0.16,614,0.18,6
1786860999.702,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786861000.244,eth-updown-4h-1786852800,0.09,10,0.12,322
1786861000.423,eth-updown-4h-1786852800-no,0.88,322,0.91,10
1786861000.984,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861001.174,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861001.639,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861001.841,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861003.112,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861003.300,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861003.594,bitcoin-up-or-down-august-16-2026-2am-et,0.31,10,0.32,586.3
1786861003.758,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,586.3,0.69,10
1786861005.129,btc-updown-4h-1786852800,0.16,614,0.18,6
1786861005.299,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786861005.781,eth-updown-4h-1786852800,0.09,10,0.12,322
1786861005.999,eth-updown-4h-1786852800-no,0.88,322,0.91,10
1786861007.016,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861007.826,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861007.999,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861008.161,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861009.004,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861009.170,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861009.330,bitcoin-up-or-down-august-16-2026-2am-et,0.31,133.83,0.32,35
1786861009.504,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,35,0.69,133.83
1786861010.814,btc-updown-4h-1786852800,0.16,614,0.18,6
1786861010.974,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786861011.444,eth-updown-4h-1786852800,0.09,10,0.12,30
1786861011.630,eth-updown-4h-1786852800-no,0.88,30,0.91,10
1786861012.333,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861012.509,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861012.710,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861012.868,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861013.792,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861013.973,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861014.150,bitcoin-up-or-down-august-16-2026-2am-et,0.31,10,0.32,252
1786861014.316,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,229,0.69,10
1786861019.445,btc-updown-4h-1786852800,0.16,614,0.18,6
1786861019.627,btc-updown-4h-1786852800-no,0.82,6,0.84,614
1786861021.613,eth-updown-4h-1786852800,0.1,10,0.13,40
1786861022.173,eth-updown-4h-1786852800-no,0.85,56,0.91,262
1786861023.582,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861023.761,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861023.934,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861024.135,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861025.989,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861026.316,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861026.487,bitcoin-up-or-down-august-16-2026-2am-et,0.31,83.55,0.32,377.98
1786861026.650,bitcoin-up-or-down-august-16-2026-2am-et-no,0.68,370.98,0.69,83.55
1786861034.246,btc-updown-4h-1786852800,0.16,614,0.17,6
1786861034.430,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786861034.596,eth-updown-4h-1786852800,0.09,10,0.12,90
1786861034.769,eth-updown-4h-1786852800-no,0.88,90,0.91,10
1786861034.964,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861035.122,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861035.281,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861035.447,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861035.929,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861036.096,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861036.253,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,189
1786861036.416,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,189,0.7,5
1786861037.075,btc-updown-4h-1786852800,0.16,614,0.17,6
1786861037.279,btc-updown-4h-1786852800-no,0.83,6,0.84,614
1786861037.479,eth-updown-4h-1786852800,0.09,10,0.12,90
1786861037.682,eth-updown-4h-1786852800-no,0.88,342,0.91,10
1786861037.901,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861038.090,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861038.306,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861038.463,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861039.203,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861039.376,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861039.550,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,189
1786861039.762,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,189,0.7,5
1786861040.472,btc-updown-4h-1786852800,0.15,70,0.17,6
1786861040.646,btc-updown-4h-1786852800-no,0.83,6,0.85,70
1786861040.822,eth-updown-4h-1786852800,0.08,41,0.12,342
1786861040.998,eth-updown-4h-1786852800-no,0.88,342,0.92,41
1786861041.160,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861041.349,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861041.510,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861041.697,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861042.202,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861042.372,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861042.532,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,185.77
1786861042.702,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,185.77,0.7,5
1786861043.507,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861043.675,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861043.837,eth-updown-4h-1786852800,0.08,41,0.12,342
1786861044.028,eth-updown-4h-1786852800-no,0.88,342,0.92,41
1786861044.205,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861044.373,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861044.549,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861044.737,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861045.307,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861045.510,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861045.715,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,185.77
1786861045.881,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,185.77,0.7,5
1786861046.652,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861046.890,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861047.134,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861047.319,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861047.665,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861047.846,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861048.038,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861048.209,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861048.740,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861048.909,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861049.083,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,185.77
1786861049.317,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,185.77,0.7,5
1786861050.415,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861050.662,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861050.851,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861051.012,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861051.185,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861051.372,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861051.560,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861051.801,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861052.290,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861052.525,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861054.323,bitcoin-up-or-down-august-16-2026-2am-et,0.3,5,0.31,213.77
1786861054.525,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,222,0.7,25
1786861055.236,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861055.393,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861056.208,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861056.418,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861056.670,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861057.105,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861057.311,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861057.475,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861058.086,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861059.531,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861059.711,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861059.890,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,237,0.7,25
1786861060.574,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861060.733,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861060.901,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861061.079,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861061.251,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861061.414,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
